code|name|category|groups|chromosome|protein|gene|information|active
A19.8|Other miliary tuberculosis|24|INFECTIOUS,NOTIFIABLE|||||True
A19.9|Miliary tuberculosis, unspecified|24|INFECTIOUS,NOTIFIABLE|||||True
A20|Plague|25|INFECTIOUS,NOTIFIABLE|||||True
A20.0|Bubonic plague|25|INFECTIOUS,NOTIFIABLE|||||True
A20.1|Cellulocutaneous plague|25|INFECTIOUS,NOTIFIABLE|||||True
A20.2|Pneumonic plague|25|INFECTIOUS,NOTIFIABLE|||||True
A20.3|Plague meningitis|25|INFECTIOUS,NOTIFIABLE|||||True
A20.7|Septicaemic plague|25|INFECTIOUS,NOTIFIABLE|||||True
A20.8|Other forms of plague|25|INFECTIOUS,NOTIFIABLE|||||True
A20.9|Plague, unspecified|25|INFECTIOUS,NOTIFIABLE|||||True
A21|Tularaemia|25|INFECTIOUS,NOTIFIABLE|||||True
A21.0|Ulceroglandular tularaemia|25|INFECTIOUS,NOTIFIABLE|||||True
A21.1|Oculoglandular tularaemia|25|INFECTIOUS,NOTIFIABLE|||||True
A21.2|Pulmonary tularaemia|25|INFECTIOUS,NOTIFIABLE|||||True
A21.3|Gastrointestinal tularaemia|25|INFECTIOUS,NOTIFIABLE|||||True
A21.7|Generalized tularaemia|25|INFECTIOUS,NOTIFIABLE|||||True
A21.8|Other forms of tularaemia|25|INFECTIOUS,NOTIFIABLE|||||True
A21.9|Tularaemia, unspecified|25|INFECTIOUS,NOTIFIABLE|||||True
A22|Anthrax|25|INFECTIOUS,NOTIFIABLE|||||True
A22.0|Cutaneous anthrax|25|INFECTIOUS,NOTIFIABLE|||||True
A22.1|Pulmonary anthrax|25|INFECTIOUS,NOTIFIABLE|||||True
A22.2|Gastrointestinal anthrax|25|INFECTIOUS,NOTIFIABLE|||||True
A22.7|Anthrax sepsis|25|INFECTIOUS,NOTIFIABLE|||||True
A22.8|Other forms of anthrax|25|INFECTIOUS,NOTIFIABLE|||||True
A22.9|Anthrax, unspecified|25|INFECTIOUS,NOTIFIABLE|||||True
A23|Brucellosis|25|INFECTIOUS,NOTIFIABLE|||||True
A23.0|Brucellosis due to Brucella melitensis|25|INFECTIOUS,NOTIFIABLE|||||True
A23.1|Brucellosis due to Brucella abortus|25|INFECTIOUS,NOTIFIABLE|||||True
A23.2|Brucellosis due to Brucella suis|25|INFECTIOUS,NOTIFIABLE|||||True
A23.3|Brucellosis due to Brucella canis|25|INFECTIOUS,NOTIFIABLE|||||True
A23.8|Other brucellosis|25|INFECTIOUS,NOTIFIABLE|||||True
A23.9|Brucellosis, unspecified|25|INFECTIOUS,NOTIFIABLE|||||True
A24|Glanders and melioidosis|25|INFECTIOUS|||||True
A24.0|Glanders|25|INFECTIOUS|||||True
A24.1|Acute and fulminating melioidosis|25|INFECTIOUS|||||True
A24.2|Subacute and chronic melioidosis|25|INFECTIOUS|||||True
A24.3|Other melioidosis|25|INFECTIOUS|||||True
A24.4|Melioidosis, unspecified|25|INFECTIOUS|||||True
A25|Rat-bite fevers|25|INFECTIOUS|||||True
A25.0|Spirillosis|25|INFECTIOUS|||||True
A25.1|Streptobacillosis|25|INFECTIOUS|||||True
A25.9|Rat-bite fever, unspecified|25|INFECTIOUS|||||True
A26|Erysipeloid|25|INFECTIOUS|||||True
A26.0|Cutaneous erysipeloid|25|INFECTIOUS|||||True
A26.7|Erysipelothrix sepsis|25|INFECTIOUS|||||True
A26.8|Other forms of erysipeloid|25|INFECTIOUS|||||True
A26.9|Erysipeloid, unspecified|25|INFECTIOUS|||||True
A27|Leptospirosis|25|INFECTIOUS|||||True
A27.0|Leptospirosis icterohaemorrhagica|25|INFECTIOUS|||||True
A27.8|Other forms of leptospirosis|25|INFECTIOUS|||||True
A27.9|Leptospirosis, unspecified|25|INFECTIOUS|||||True
A28|Other zoonotic bacterial diseases, not elsewhere classified|25|INFECTIOUS|||||True
A28.0|Pasteurellosis|25|INFECTIOUS|||||True
A28.1|Cat-scratch disease|25|INFECTIOUS|||||True
A28.2|Extraintestinal yersiniosis|25|INFECTIOUS|||||True
A28.8|Other specified zoonotic bacterial diseases, not elsewhere classified|25|INFECTIOUS|||||True
A28.9|Zoonotic bacterial disease, unspecified|25|INFECTIOUS|||||True
A30|Leprosy [Hansen disease]|26|INFECTIOUS,NOTIFIABLE|||||True
A30.0|Indeterminate leprosy|26|INFECTIOUS,NOTIFIABLE|||||True
A30.1|Tuberculoid leprosy|26|INFECTIOUS,NOTIFIABLE|||||True
A30.2|Borderline tuberculoid leprosy|26|INFECTIOUS,NOTIFIABLE|||||True
A30.3|Borderline leprosy|26|INFECTIOUS,NOTIFIABLE|||||True
A30.4|Borderline lepromatous leprosy|26|INFECTIOUS,NOTIFIABLE|||||True
A30.5|Lepromatous leprosy|26|INFECTIOUS,NOTIFIABLE|||||True
A30.8|Other forms of leprosy|26|INFECTIOUS,NOTIFIABLE|||||True
A30.9|Leprosy, unspecified|26|INFECTIOUS,NOTIFIABLE|||||True
A31|Infection due to other mycobacteria|26|INFECTIOUS|||||True
A31.0|Pulmonary mycobacterial infection|26|INFECTIOUS|||||True
A31.1|Cutaneous mycobacterial infection|26|INFECTIOUS|||||True
A31.8|Other mycobacterial infections|26|INFECTIOUS|||||True
A31.9|Mycobacterial infection, unspecified|26|INFECTIOUS|||||True
A32|Listeriosis|26|INFECTIOUS,NOTIFIABLE|||||True
A32.0|Cutaneous listeriosis|26|INFECTIOUS,NOTIFIABLE|||||True
A32.1|Listerial meningitis and meningoencephalitis|26|INFECTIOUS,NOTIFIABLE|||||True
A32.7|Listerial sepsis|26|INFECTIOUS,NOTIFIABLE|||||True
A32.8|Other forms of listeriosis|26|INFECTIOUS,NOTIFIABLE|||||True
A32.9|Listeriosis, unspecified|26|INFECTIOUS,NOTIFIABLE|||||True
A33|Tetanus neonatorum|26|INFECTIOUS,NOTIFIABLE|||||True
A34|Obstetrical tetanus|26|INFECTIOUS,NOTIFIABLE|||||True
A35|Other tetanus|26|INFECTIOUS,NOTIFIABLE|||||True
A36|Diphtheria|26|INFECTIOUS,NOTIFIABLE|||||True
A36.0|Pharyngeal diphtheria|26|INFECTIOUS,NOTIFIABLE|||||True
A36.1|Nasopharyngeal diphtheria|26|INFECTIOUS,NOTIFIABLE|||||True
A36.2|Laryngeal diphtheria|26|INFECTIOUS,NOTIFIABLE|||||True
A36.3|Cutaneous diphtheria|26|INFECTIOUS,NOTIFIABLE|||||True
A36.8|Other diphtheria|26|INFECTIOUS,NOTIFIABLE|||||True
A36.9|Diphtheria, unspecified|26|INFECTIOUS,NOTIFIABLE|||||True
A37|Whooping cough|26|INFECTIOUS,NOTIFIABLE|||||True
A37.0|Whooping cough due to Bordetella pertussis|26|INFECTIOUS,NOTIFIABLE|||||True
A37.1|Whooping cough due to Bordetella parapertussis|26|INFECTIOUS,NOTIFIABLE|||||True
A37.8|Whooping cough due to other Bordetella species|26|INFECTIOUS,NOTIFIABLE|||||True
A37.9|Whooping cough, unspecified|26|INFECTIOUS,NOTIFIABLE|||||True
A38|Scarlet fever|26|INFECTIOUS|||||True
A39|Meningococcal infection|26|INFECTIOUS,NOTIFIABLE|||||True
A39.0|Meningococcal meningitis|26|INFECTIOUS,NOTIFIABLE|||||True
A39.1|Waterhouse-Friderichsen syndrome|26|INFECTIOUS,NOTIFIABLE|||||True
A39.2|Acute meningococcaemia|26|INFECTIOUS,NOTIFIABLE|||||True
A39.3|Chronic meningococcaemia|26|INFECTIOUS,NOTIFIABLE|||||True
A39.4|Meningococcaemia, unspecified|26|INFECTIOUS,NOTIFIABLE|||||True
A39.5|Meningococcal heart disease|26|INFECTIOUS,NOTIFIABLE|||||True
A39.8|Other meningococcal infections|26|INFECTIOUS,NOTIFIABLE|||||True
A39.9|Meningococcal infection, unspecified|26|INFECTIOUS,NOTIFIABLE|||||True
A40|Streptococcal sepsis|26|INFECTIOUS|||||True
A40.0|Sepsis due to streptococcus, group A|26|INFECTIOUS|||||True
A40.1|Sepsis due to streptococcus, group B|26|INFECTIOUS|||||True
A40.2|Sepsis due to streptococcus, group D|26|INFECTIOUS|||||True
A40.3|Sepsis due to Streptococcus pneumoniae|26|INFECTIOUS|||||True
A40.8|Other streptococcal sepsis|26|INFECTIOUS|||||True
A40.9|Streptococcal sepsis, unspecified|26|INFECTIOUS|||||True
A41|Other sepsis|26|INFECTIOUS|||||True
A41.0|Sepsis due to Staphylococcus aureus|26|INFECTIOUS|||||True
A41.1|Sepsis due to other specified staphylococcus|26|INFECTIOUS|||||True
A41.2|Sepsis due to unspecified staphylococcus|26|INFECTIOUS|||||True
A41.3|Sepsis due to Haemophilus influenzae|26|INFECTIOUS|||||True
A41.4|Sepsis due to anaerobes|26|INFECTIOUS|||||True
A41.5|Sepsis due to other Gram-negative organisms|26|INFECTIOUS|||||True
A41.8|Other specified sepsis|26|INFECTIOUS|||||True
A41.9|Sepsis, unspecified|26|INFECTIOUS|||||True
A42|Actinomycosis|26|INFECTIOUS|||||True
A42.0|Pulmonary actinomycosis|26|INFECTIOUS|||||True
A42.1|Abdominal actinomycosis|26|INFECTIOUS|||||True
A42.2|Cervicofacial actinomycosis|26|INFECTIOUS|||||True
A42.7|Actinomycotic sepsis|26|INFECTIOUS|||||True
A42.8|Other forms of actinomycosis|26|INFECTIOUS|||||True
A42.9|Actinomycosis, unspecified|26|INFECTIOUS|||||True
A43|Nocardiosis|26|INFECTIOUS|||||True
A43.0|Pulmonary nocardiosis|26|INFECTIOUS|||||True
A43.1|Cutaneous nocardiosis|26|INFECTIOUS|||||True
A43.8|Other forms of nocardiosis|26|INFECTIOUS|||||True
A43.9|Nocardiosis, unspecified|26|INFECTIOUS|||||True
A44|Bartonellosis|26|INFECTIOUS|||||True
A44.0|Systemic bartonellosis|26|INFECTIOUS|||||True
A44.1|Cutaneous and mucocutaneous bartonellosis|26|INFECTIOUS|||||True
A44.8|Other forms of bartonellosis|26|INFECTIOUS|||||True
A44.9|Bartonellosis, unspecified|26|INFECTIOUS|||||True
A46|Erysipelas|26|INFECTIOUS|||||True
A48|Other bacterial diseases, not elsewhere classified|26|INFECTIOUS|||||True
A48.0|Gas gangrene|26|INFECTIOUS|||||True
A48.1|Legionnaires disease|26|INFECTIOUS,NOTIFIABLE|||||True
A48.2|Nonpneumonic Legionnaires disease [Pontiac fever]|26|INFECTIOUS,NOTIFIABLE|||||True
A48.3|Toxic shock syndrome|26|INFECTIOUS,NOTIFIABLE|||||True
A48.4|Brazilian purpuric fever|26|INFECTIOUS|||||True
A48.8|Other specified bacterial diseases|26|INFECTIOUS|||||True
A49|Bacterial infection of unspecified site|26|INFECTIOUS|||||True
A49.0|Staphylococcal infection, unspecified site|26|INFECTIOUS|||||True
A49.1|Streptococcal and enterococcal infection, unspecified site|26|INFECTIOUS|||||True
A49.2|Haemophilus influenzae infection, unspecified site|26|INFECTIOUS,NOTIFIABLE|||||True
A49.3|Mycoplasma infection, unspecified site|26|INFECTIOUS|||||True
A49.8|Other bacterial infections of unspecified site|26|INFECTIOUS|||||True
A49.9|Bacterial infection, unspecified|26|INFECTIOUS|||||True
A50|Congenital syphilis|27|INFECTIOUS,NOTIFIABLE|||||True
A50.0|Early congenital syphilis, symptomatic|27|INFECTIOUS,NOTIFIABLE|||||True
A50.1|Early congenital syphilis, latent|27|INFECTIOUS,NOTIFIABLE|||||True
A50.2|Early congenital syphilis, unspecified|27|INFECTIOUS,NOTIFIABLE|||||True
A50.3|Late congenital syphilitic oculopathy|27|INFECTIOUS,NOTIFIABLE|||||True
A50.4|Late congenital neurosyphilis [juvenile neurosyphilis]|27|INFECTIOUS,NOTIFIABLE|||||True
A50.5|Other late congenital syphilis, symptomatic|27|INFECTIOUS,NOTIFIABLE|||||True
A50.6|Late congenital syphilis, latent|27|INFECTIOUS,NOTIFIABLE|||||True
A50.7|Late congenital syphilis, unspecified|27|INFECTIOUS,NOTIFIABLE|||||True
A50.9|Congenital syphilis, unspecified|27|INFECTIOUS,NOTIFIABLE|||||True
A51|Early syphilis|27|INFECTIOUS,NOTIFIABLE|||||True
A51.0|Primary genital syphilis|27|INFECTIOUS,NOTIFIABLE|||||True
A51.1|Primary anal syphilis|27|INFECTIOUS,NOTIFIABLE|||||True
A51.2|Primary syphilis of other sites|27|INFECTIOUS,NOTIFIABLE|||||True
A51.3|Secondary syphilis of skin and mucous membranes|27|INFECTIOUS,NOTIFIABLE|||||True
A51.4|Other secondary syphilis|27|INFECTIOUS,NOTIFIABLE|||||True
A51.5|Early syphilis, latent|27|INFECTIOUS,NOTIFIABLE|||||True
A51.9|Early syphilis, unspecified|27|INFECTIOUS,NOTIFIABLE|||||True
A52|Late syphilis|27|INFECTIOUS,NOTIFIABLE|||||True
A52.0|Cardiovascular syphilis|27|INFECTIOUS,NOTIFIABLE|||||True
A52.1|Symptomatic neurosyphilis|27|INFECTIOUS,NOTIFIABLE|||||True
A52.2|Asymptomatic neurosyphilis|27|INFECTIOUS,NOTIFIABLE|||||True
A52.3|Neurosyphilis, unspecified|27|INFECTIOUS,NOTIFIABLE|||||True
A52.7|Other symptomatic late syphilis|27|INFECTIOUS,NOTIFIABLE|||||True
A52.8|Late syphilis, latent|27|INFECTIOUS,NOTIFIABLE|||||True
A52.9|Late syphilis, unspecified|27|INFECTIOUS,NOTIFIABLE|||||True
A53|Other and unspecified syphilis|27|INFECTIOUS,NOTIFIABLE|||||True
A53.0|Latent syphilis, unspecified as early or late|27|INFECTIOUS,NOTIFIABLE|||||True
A53.9|Syphilis, unspecified|27|INFECTIOUS,NOTIFIABLE|||||True
A54|Gonococcal infection|27|INFECTIOUS,NOTIFIABLE|||||True
A54.0|Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess|27|INFECTIOUS,NOTIFIABLE|||||True
A54.1|Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess|27|INFECTIOUS,NOTIFIABLE|||||True
A54.2|Gonococcal pelviperitonitis and other gonococcal genitourinary infections|27|INFECTIOUS,NOTIFIABLE|||||True
A54.3|Gonococcal infection of eye|27|INFECTIOUS,NOTIFIABLE|||||True
A54.4|Gonococcal infection of musculoskeletal system|27|INFECTIOUS,NOTIFIABLE|||||True
A54.5|Gonococcal pharyngitis|27|INFECTIOUS,NOTIFIABLE|||||True
A54.6|Gonococcal infection of anus and rectum|27|INFECTIOUS,NOTIFIABLE|||||True
A54.8|Other gonococcal infections|27|INFECTIOUS,NOTIFIABLE|||||True
A54.9|Gonococcal infection, unspecified|27|INFECTIOUS,NOTIFIABLE|||||True
A55|Chlamydial lymphogranuloma (venereum)|27|INFECTIOUS|||||True
A56|Other sexually transmitted chlamydial diseases|27|INFECTIOUS|||||True
A56.0|Chlamydial infection of lower genitourinary tract|27|INFECTIOUS|||||True
A56.1|Chlamydial infection of pelviperitoneum and other genitourinary organs|27|INFECTIOUS|||||True
A56.2|Chlamydial infection of genitourinary tract, unspecified|27|INFECTIOUS|||||True
A56.3|Chlamydial infection of anus and rectum|27|INFECTIOUS|||||True
A56.4|Chlamydial infection of pharynx|27|INFECTIOUS|||||True
A56.8|Sexually transmitted chlamydial infection of other sites|27|INFECTIOUS|||||True
A57|Chancroid|27|INFECTIOUS|||||True
A58|Granuloma inguinale|27|INFECTIOUS|||||True
A59|Trichomoniasis|27|INFECTIOUS|||||True
A59.0|Urogenital trichomoniasis|27|INFECTIOUS|||||True
A59.8|Trichomoniasis of other sites|27|INFECTIOUS|||||True
A59.9|Trichomoniasis, unspecified|27|INFECTIOUS|||||True
A60|Anogenital herpesviral [herpes simplex] infection|27|INFECTIOUS|||||True
A60.0|Herpesviral infection of genitalia and urogenital tract|27|INFECTIOUS|||||True
A60.1|Herpesviral infection of perianal skin and rectum|27|INFECTIOUS|||||True
A60.9|Anogenital herpesviral infection, unspecified|27|INFECTIOUS|||||True
A63|Other predominantly sexually transmitted diseases, not elsewhere classified|27|INFECTIOUS|||||True
A63.0|Anogenital (venereal) warts|27|INFECTIOUS|||||True
A63.8|Other specified predominantly sexually transmitted diseases|27|INFECTIOUS|||||True
A64|Unspecified sexually transmitted disease|27|INFECTIOUS|||||True
A65|Nonvenereal syphilis|28|INFECTIOUS|||||True
A66|Yaws|28|INFECTIOUS|||||True
A66.0|Initial lesions of yaws|28|INFECTIOUS|||||True
A66.1|Multiple papillomata and wet crab yaws|28|INFECTIOUS|||||True
A66.2|Other early skin lesions of yaws|28|INFECTIOUS|||||True
A66.3|Hyperkeratosis of yaws|28|INFECTIOUS|||||True
A66.4|Gummata and ulcers of yaws|28|INFECTIOUS|||||True
A66.5|Gangosa|28|INFECTIOUS|||||True
A66.6|Bone and joint lesions of yaws|28|INFECTIOUS|||||True
A66.7|Other manifestations of yaws|28|INFECTIOUS|||||True
A66.8|Latent yaws|28|INFECTIOUS|||||True
A66.9|Yaws, unspecified|28|INFECTIOUS|||||True
A67|Pinta [carate]|28|INFECTIOUS|||||True
A67.0|Primary lesions of pinta|28|INFECTIOUS|||||True
A67.1|Intermediate lesions of pinta|28|INFECTIOUS|||||True
A67.2|Late lesions of pinta|28|INFECTIOUS|||||True
A67.3|Mixed lesions of pinta|28|INFECTIOUS|||||True
A67.9|Pinta, unspecified|28|INFECTIOUS|||||True
A68|Relapsing fevers|28|INFECTIOUS|||||True
A68.0|Louse-borne relapsing fever|28|INFECTIOUS|||||True
A68.1|Tick-borne relapsing fever|28|INFECTIOUS|||||True
A68.9|Relapsing fever, unspecified|28|INFECTIOUS|||||True
A69|Other spirochaetal infections|28|INFECTIOUS|||||True
A69.0|Necrotizing ulcerative stomatitis|28|INFECTIOUS|||||True
A69.1|Other Vincent infections|28|INFECTIOUS|||||True
A69.2|Lyme disease|28|INFECTIOUS,NOTIFIABLE|||||True
A69.8|Other specified spirochaetal infections|28|INFECTIOUS|||||True
A69.9|Spirochaetal infection, unspecified|28|INFECTIOUS|||||True
A70|Chlamydia psittaci infection|29|INFECTIOUS,NOTIFIABLE|||||True
A71|Trachoma|29|INFECTIOUS|||||True
A71.0|Initial stage of trachoma|29|INFECTIOUS|||||True
A71.1|Active stage of trachoma|29|INFECTIOUS|||||True
A71.9|Trachoma, unspecified|29|INFECTIOUS|||||True
A74|Other diseases caused by chlamydiae|29|INFECTIOUS|||||True
A74.0|Chlamydial conjunctivitis|29|INFECTIOUS|||||True
A74.8|Other chlamydial diseases|29|INFECTIOUS|||||True
A74.9|Chlamydial infection, unspecified|29|INFECTIOUS|||||True
A75|Typhus fever|30|INFECTIOUS|||||True
A75.0|Epidemic louse-borne typhus fever due to Rickettsia prowazekii|30|INFECTIOUS|||||True
